,ID,patca,geometry,tStart,tEnd,tBreak,numObs
35,389311,1,"POLYGON ((-71.12327399999999 18.798402, -71.12344 18.7985, -71.123734 18.798701, -71.124145 18.798042, -71.123949 18.797925, -71.12390000000001 18.797796, -71.123446 18.797471, -71.123149 18.79722, -71.122066 18.797422, -71.122122 18.797706, -71.121985 18.798002, -71.12284 18.798102, -71.12327399999999 18.798402))",2014-05-09 15:08:22.290,2019-12-17 15:09:03.062,,102
36,389411,1,"POLYGON ((-71.561098 18.771117, -71.561134 18.771312, -71.56123100000001 18.771487, -71.56138 18.771625, -71.561566 18.771712, -71.561772 18.77174, -71.561976 18.771706, -71.56216000000001 18.771614, -71.562304 18.771472, -71.56239600000001 18.771295, -71.562426 18.771099, -71.56238999999999 18.770904, -71.562293 18.770729, -71.562144 18.770591, -71.561958 18.770504, -71.561752 18.770476, -71.561548 18.77051, -71.561364 18.770602, -71.56122000000001 18.770744, -71.561128 18.770921, -71.561098 18.771117))",2011-01-01 15:01:56.470,2019-10-14 15:09:09.222,2019-10-30 15:09:09.358,122
37,389511,1,"POLYGON ((-71.149568 18.823392, -71.149603 18.823587, -71.1497 18.823762, -71.14984800000001 18.8239, -71.150035 18.823988, -71.15024 18.824016, -71.150445 18.823983, -71.150629 18.823891, -71.150774 18.823749, -71.15086599999999 18.823572, -71.150896 18.823376, -71.15086100000001 18.823181, -71.15076500000001 18.823006, -71.150616 18.822868, -71.15043 18.82278, -71.15022399999999 18.822752, -71.150019 18.822785, -71.149835 18.822877, -71.14969000000001 18.823019, -71.149598 18.823196, -71.149568 18.823392))",2011-01-01 15:01:56.470,2013-09-27 15:10:37.710,2013-10-05 15:04:38.630,33
37,389511,1,"POLYGON ((-71.149568 18.823392, -71.149603 18.823587, -71.1497 18.823762, -71.14984800000001 18.8239, -71.150035 18.823988, -71.15024 18.824016, -71.150445 18.823983, -71.150629 18.823891, -71.150774 18.823749, -71.15086599999999 18.823572, -71.150896 18.823376, -71.15086100000001 18.823181, -71.15076500000001 18.823006, -71.150616 18.822868, -71.15043 18.82278, -71.15022399999999 18.822752, -71.150019 18.822785, -71.149835 18.822877, -71.14969000000001 18.823019, -71.149598 18.823196, -71.149568 18.823392))",2013-10-05 15:04:38.630,2015-03-09 15:08:25.400,2015-03-25 15:08:16.830,30
37,389511,1,"POLYGON ((-71.149568 18.823392, -71.149603 18.823587, -71.1497 18.823762, -71.14984800000001 18.8239, -71.150035 18.823988, -71.15024 18.824016, -71.150445 18.823983, -71.150629 18.823891, -71.150774 18.823749, -71.15086599999999 18.823572, -71.150896 18.823376, -71.15086100000001 18.823181, -71.15076500000001 18.823006, -71.150616 18.822868, -71.15043 18.82278, -71.15022399999999 18.822752, -71.150019 18.822785, -71.149835 18.822877, -71.14969000000001 18.823019, -71.149598 18.823196, -71.149568 18.823392))",2015-03-25 15:08:16.830,2019-10-30 15:09:09.358,2019-11-15 15:09:06.559,61
38,390011,1,"POLYGON ((-71.15261099999999 18.819958, -71.152558 18.820353, -71.152692 18.820551, -71.153567 18.820541, -71.153271 18.820165, -71.153158 18.819957, -71.15309999999999 18.819708, -71.15284800000001 18.819481, -71.15270099999999 18.819643, -71.15261099999999 18.819958))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,136
39,390111,1,"POLYGON ((-71.152316 18.82292, -71.15291499999999 18.823402, -71.15335399999999 18.822883, -71.15250899999999 18.822029, -71.152297 18.821862, -71.152148 18.821699, -71.15185700000001 18.821442, -71.151557 18.822185, -71.152316 18.82292))",2011-01-01 15:01:56.470,2012-05-11 15:03:26.780,2012-06-28 15:03:17.530,22
39,390111,1,"POLYGON ((-71.152316 18.82292, -71.15291499999999 18.823402, -71.15335399999999 18.822883, -71.15250899999999 18.822029, -71.152297 18.821862, -71.152148 18.821699, -71.15185700000001 18.821442, -71.151557 18.822185, -71.152316 18.82292))",2012-08-31 15:04:03.520,2015-03-09 15:08:25.400,2015-03-25 15:08:16.830,47
39,390111,1,"POLYGON ((-71.152316 18.82292, -71.15291499999999 18.823402, -71.15335399999999 18.822883, -71.15250899999999 18.822029, -71.152297 18.821862, -71.152148 18.821699, -71.15185700000001 18.821442, -71.151557 18.822185, -71.152316 18.82292))",2015-04-26 15:08:03.960,2017-04-15 15:08:12.920,2017-05-01 15:08:02.420,31
39,390111,1,"POLYGON ((-71.152316 18.82292, -71.15291499999999 18.823402, -71.15335399999999 18.822883, -71.15250899999999 18.822029, -71.152297 18.821862, -71.152148 18.821699, -71.15185700000001 18.821442, -71.151557 18.822185, -71.152316 18.82292))",2017-06-18 15:08:29.250,2019-12-17 15:09:03.062,,35
40,390311,1,"POLYGON ((-71.122794 18.802142, -71.122829 18.802337, -71.12292600000001 18.802512, -71.123074 18.80265, -71.12326 18.802738, -71.12346599999999 18.802766, -71.123671 18.802733, -71.12385500000001 18.802641, -71.124 18.802499, -71.124092 18.802322, -71.124122 18.802126, -71.124087 18.801931, -71.12399000000001 18.801756, -71.123842 18.801618, -71.123656 18.80153, -71.12345000000001 18.801502, -71.123245 18.801535, -71.12306100000001 18.801627, -71.122916 18.801769, -71.12282399999999 18.801946, -71.122794 18.802142))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,127
41,390911,0,"POLYGON ((-70.805735 18.533057, -70.805796 18.533332, -70.805699 18.533627, -70.806388 18.533713, -70.808093 18.533325, -70.80798299999999 18.532826, -70.805735 18.533057))",2011-01-01 15:01:56.470,2019-04-05 15:08:17.070,2019-04-21 15:08:10.730,125
41,390911,0,"POLYGON ((-70.805735 18.533057, -70.805796 18.533332, -70.805699 18.533627, -70.806388 18.533713, -70.808093 18.533325, -70.80798299999999 18.532826, -70.805735 18.533057))",2019-04-21 15:08:10.730,2019-12-17 15:09:03.062,,13
42,391811,0,"POLYGON ((-70.86042399999999 18.903678, -70.86032 18.903804, -70.86040199999999 18.903878, -70.86039100000001 18.904015, -70.860084 18.904288, -70.860207 18.904502, -70.86048 18.904499, -70.861221 18.904089, -70.861496 18.90343, -70.861542 18.903113, -70.861025 18.902813, -70.860775 18.902936, -70.86081299999999 18.903105, -70.860731 18.903291, -70.86051399999999 18.903557, -70.86042399999999 18.903678))",2011-01-01 15:01:56.470,2019-12-01 15:09:04.969,2019-12-17 15:09:03.062,125
43,392011,1,"POLYGON ((-70.68823399999999 18.482034, -70.68826900000001 18.482229, -70.68836400000001 18.482404, -70.688512 18.482543, -70.688698 18.482631, -70.688903 18.48266, -70.689108 18.482628, -70.68929199999999 18.482536, -70.689437 18.482395, -70.68952899999999 18.482218, -70.68956 18.482022, -70.689525 18.481827, -70.68943 18.481652, -70.68928200000001 18.481513, -70.68909600000001 18.481425, -70.688891 18.481396, -70.688686 18.481428, -70.688502 18.48152, -70.688357 18.481661, -70.688265 18.481838, -70.68823399999999 18.482034))",2011-01-17 15:02:04.340,2019-12-26 15:02:49.962,,199
44,392211,1,"POLYGON ((-70.571043 18.523404, -70.571191 18.523543, -70.571377 18.523631, -70.57149699999999 18.523498, -70.57179499999999 18.523461, -70.571966 18.523349, -70.572181 18.523323, -70.572208 18.523218, -70.572267 18.523082, -70.572509 18.52313, -70.57261200000001 18.522979, -70.57311300000001 18.522845, -70.572694 18.522809, -70.572594 18.52268, -70.572352 18.522622, -70.571382 18.52247, -70.571181 18.522777, -70.571189 18.523021, -70.571202 18.523301, -70.571043 18.523404))",2011-01-01 15:01:56.470,2016-03-27 15:08:28.030,2016-04-05 15:02:13.240,140
44,392211,1,"POLYGON ((-70.571043 18.523404, -70.571191 18.523543, -70.571377 18.523631, -70.57149699999999 18.523498, -70.57179499999999 18.523461, -70.571966 18.523349, -70.572181 18.523323, -70.572208 18.523218, -70.572267 18.523082, -70.572509 18.52313, -70.57261200000001 18.522979, -70.57311300000001 18.522845, -70.572694 18.522809, -70.572594 18.52268, -70.572352 18.522622, -70.571382 18.52247, -70.571181 18.522777, -70.571189 18.523021, -70.571202 18.523301, -70.571043 18.523404))",2016-06-08 15:02:16.170,2019-12-26 15:02:49.962,,94
45,392311,1,"POLYGON ((-70.843423 18.754284, -70.842528 18.754852, -70.84322400000001 18.755324, -70.843901 18.755827, -70.844639 18.75525, -70.84429 18.754066, -70.8442 18.753487, -70.843676 18.753443, -70.843165 18.753697, -70.843423 18.754284))",2011-01-17 15:02:04.340,2016-11-06 15:09:06.000,2016-11-22 15:09:06.300,80
45,392311,1,"POLYGON ((-70.843423 18.754284, -70.842528 18.754852, -70.84322400000001 18.755324, -70.843901 18.755827, -70.844639 18.75525, -70.84429 18.754066, -70.8442 18.753487, -70.843676 18.753443, -70.843165 18.753697, -70.843423 18.754284))",2017-01-25 15:08:51.490,2019-09-12 15:09:01.304,2019-09-28 15:09:06.465,44
45,392311,1,"POLYGON ((-70.843423 18.754284, -70.842528 18.754852, -70.84322400000001 18.755324, -70.843901 18.755827, -70.844639 18.75525, -70.84429 18.754066, -70.8442 18.753487, -70.843676 18.753443, -70.843165 18.753697, -70.843423 18.754284))",2019-09-28 15:09:06.465,2019-12-17 15:09:03.062,,6
46,392312,1,"POLYGON ((-70.61529299999999 18.531543, -70.61532699999999 18.531738, -70.61542300000001 18.531913, -70.615571 18.532052, -70.615757 18.53214, -70.615962 18.53217, -70.616167 18.532137, -70.61635099999999 18.532045, -70.616496 18.531904, -70.616589 18.531727, -70.616619 18.531531, -70.616585 18.531336, -70.616489 18.531161, -70.61634100000001 18.531022, -70.61615500000001 18.530934, -70.61595 18.530905, -70.615746 18.530937, -70.615562 18.531029, -70.615416 18.53117, -70.615324 18.531347, -70.61529299999999 18.531543))",2011-01-01 15:01:56.470,2016-04-12 15:08:22.010,2016-04-21 15:02:07.040,138
46,392312,1,"POLYGON ((-70.61529299999999 18.531543, -70.61532699999999 18.531738, -70.61542300000001 18.531913, -70.615571 18.532052, -70.615757 18.53214, -70.615962 18.53217, -70.616167 18.532137, -70.61635099999999 18.532045, -70.616496 18.531904, -70.616589 18.531727, -70.616619 18.531531, -70.616585 18.531336, -70.616489 18.531161, -70.61634100000001 18.531022, -70.61615500000001 18.530934, -70.61595 18.530905, -70.615746 18.530937, -70.615562 18.531029, -70.615416 18.53117, -70.615324 18.531347, -70.61529299999999 18.531543))",2016-07-10 15:02:30.330,2019-12-26 15:02:49.962,,106
47,392511,1,"POLYGON ((-70.947193 18.581735, -70.947914 18.582571, -70.94865299999999 18.582192, -70.948708 18.581962, -70.947855 18.581549, -70.947592 18.581407, -70.94753799999999 18.58149, -70.947413 18.581563, -70.947193 18.581735))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,136
48,392721,1,"POLYGON ((-70.778593 18.720932, -70.778628 18.721127, -70.778724 18.721303, -70.77887200000001 18.721441, -70.77905800000001 18.721529, -70.779264 18.721558, -70.77946799999999 18.721525, -70.779652 18.721434, -70.779798 18.721293, -70.77988999999999 18.721115, -70.779921 18.72092, -70.779886 18.720725, -70.77979000000001 18.720549, -70.779642 18.720411, -70.779456 18.720323, -70.77925 18.720294, -70.77904599999999 18.720327, -70.778862 18.720418, -70.778716 18.720559, -70.77862399999999 18.720737, -70.778593 18.720932))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,137
49,393411,1,"POLYGON ((-70.85904600000001 18.664063, -70.85900100000001 18.664273, -70.858981 18.66437, -70.859116 18.664706, -70.859583 18.664801, -70.86011999999999 18.665035, -70.860286 18.664919, -70.860215 18.66463, -70.859987 18.664378, -70.859714 18.664306, -70.859722 18.664086, -70.859825 18.663895, -70.859712 18.66339, -70.859533 18.663299, -70.859216 18.663122, -70.859027 18.663089, -70.858885 18.66348, -70.858964 18.663774, -70.85904600000001 18.664063))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,159
50,394012,0,"POLYGON ((-71.647887 18.70489, -71.64792199999999 18.705085, -71.64801900000001 18.70526, -71.648168 18.705398, -71.648354 18.705485, -71.64856 18.705513, -71.648764 18.705479, -71.648948 18.705387, -71.649092 18.705245, -71.64918400000001 18.705067, -71.649213 18.704872, -71.64917800000001 18.704677, -71.649081 18.704502, -71.648932 18.704364, -71.648746 18.704277, -71.64854 18.704249, -71.648336 18.704283, -71.648152 18.704375, -71.648008 18.704517, -71.647916 18.704695, -71.647887 18.70489))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,118
51,394011,0,"POLYGON ((-71.65201399999999 18.680274, -71.651843 18.680746, -71.652655 18.681094, -71.652922 18.680739, -71.653443 18.679728, -71.653629 18.679428, -71.653108 18.679503, -71.65282000000001 18.679584, -71.652489 18.679524, -71.65250399999999 18.679813, -71.65201399999999 18.680274))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,128
52,394911,1,"POLYGON ((-70.750224 18.607039, -70.750258 18.607234, -70.750354 18.60741, -70.750502 18.607548, -70.750688 18.607636, -70.750893 18.607665, -70.751098 18.607633, -70.751282 18.607541, -70.75142700000001 18.6074, -70.75152 18.607223, -70.75154999999999 18.607027, -70.751516 18.606832, -70.75142 18.606656, -70.751272 18.606518, -70.751086 18.60643, -70.75088100000001 18.606401, -70.750676 18.606433, -70.75049199999999 18.606525, -70.750347 18.606666, -70.750254 18.606843, -70.750224 18.607039))",2011-07-28 15:02:14.430,2012-11-03 15:04:36.140,2012-12-05 15:04:44.290,14
52,394911,1,"POLYGON ((-70.750224 18.607039, -70.750258 18.607234, -70.750354 18.60741, -70.750502 18.607548, -70.750688 18.607636, -70.750893 18.607665, -70.751098 18.607633, -70.751282 18.607541, -70.75142700000001 18.6074, -70.75152 18.607223, -70.75154999999999 18.607027, -70.751516 18.606832, -70.75142 18.606656, -70.751272 18.606518, -70.751086 18.60643, -70.75088100000001 18.606401, -70.750676 18.606433, -70.75049199999999 18.606525, -70.750347 18.606666, -70.750254 18.606843, -70.750224 18.607039))",2012-12-05 15:04:44.290,2015-12-22 15:08:54.300,2016-01-07 15:08:49.310,56
52,394911,1,"POLYGON ((-70.750224 18.607039, -70.750258 18.607234, -70.750354 18.60741, -70.750502 18.607548, -70.750688 18.607636, -70.750893 18.607665, -70.751098 18.607633, -70.751282 18.607541, -70.75142700000001 18.6074, -70.75152 18.607223, -70.75154999999999 18.607027, -70.751516 18.606832, -70.75142 18.606656, -70.751272 18.606518, -70.751086 18.60643, -70.75088100000001 18.606401, -70.750676 18.606433, -70.75049199999999 18.606525, -70.750347 18.606666, -70.750254 18.606843, -70.750224 18.607039))",2016-02-08 15:08:45.970,2019-12-17 15:09:03.062,,72
53,395211,1,"POLYGON ((-70.889245 18.68121, -70.889279 18.681405, -70.889375 18.68158, -70.88952399999999 18.681718, -70.88970999999999 18.681806, -70.889915 18.681835, -70.89012 18.681802, -70.890304 18.681711, -70.890449 18.681569, -70.890541 18.681392, -70.89057099999999 18.681196, -70.89053699999999 18.681001, -70.890441 18.680826, -70.890292 18.680688, -70.890106 18.6806, -70.88990099999999 18.680571, -70.889696 18.680604, -70.889512 18.680695, -70.88936699999999 18.680837, -70.889275 18.681014, -70.889245 18.68121))",2011-01-17 15:02:04.340,2019-12-17 15:09:03.062,,144
54,395911,0,"POLYGON ((-70.792205 18.451605, -70.79222 18.452044, -70.792342 18.452173, -70.792484 18.452267, -70.792711 18.452524, -70.793092 18.45285, -70.793384 18.452847, -70.79350599999999 18.452427, -70.793567 18.451783, -70.79371399999999 18.450862, -70.792936 18.450984, -70.792683 18.450782, -70.792575 18.450513, -70.79234599999999 18.450535, -70.792205 18.451605))",2011-01-01 15:01:56.470,2017-10-24 15:09:04.060,2017-11-09 15:09:02.210,101
54,395911,0,"POLYGON ((-70.792205 18.451605, -70.79222 18.452044, -70.792342 18.452173, -70.792484 18.452267, -70.792711 18.452524, -70.793092 18.45285, -70.793384 18.452847, -70.79350599999999 18.452427, -70.793567 18.451783, -70.79371399999999 18.450862, -70.792936 18.450984, -70.792683 18.450782, -70.792575 18.450513, -70.79234599999999 18.450535, -70.792205 18.451605))",2017-11-25 15:08:56.459,2019-12-17 15:09:03.062,,37
55,395912,0,"POLYGON ((-70.80619299999999 18.453515, -70.80936199999999 18.454364, -70.809539 18.453314, -70.80667699999999 18.452732, -70.80619299999999 18.453515))",2011-01-01 15:01:56.470,2012-10-02 15:04:22.670,2012-11-03 15:04:36.140,24
55,395912,0,"POLYGON ((-70.80619299999999 18.453515, -70.80936199999999 18.454364, -70.809539 18.453314, -70.80667699999999 18.452732, -70.80619299999999 18.453515))",2012-11-03 15:04:36.140,2016-04-28 15:08:19.864,2016-05-14 15:08:18.470,66
55,395912,0,"POLYGON ((-70.80619299999999 18.453515, -70.80936199999999 18.454364, -70.809539 18.453314, -70.80667699999999 18.452732, -70.80619299999999 18.453515))",2016-05-14 15:08:18.470,2019-12-17 15:09:03.062,,58
56,396211,0,"POLYGON ((-70.88469499999999 18.460572, -70.88470100000001 18.460697, -70.884704 18.460936, -70.884638 18.461102, -70.88463400000001 18.461237, -70.884761 18.461325, -70.884806 18.461684, -70.885316 18.46138, -70.88547800000001 18.45995, -70.885019 18.46004, -70.884705 18.460068, -70.88472899999999 18.460357, -70.88469499999999 18.460572))",2011-01-01 15:01:56.470,2013-11-30 15:10:23.060,2013-12-16 15:10:16.720,38
56,396211,0,"POLYGON ((-70.88469499999999 18.460572, -70.88470100000001 18.460697, -70.884704 18.460936, -70.884638 18.461102, -70.88463400000001 18.461237, -70.884761 18.461325, -70.884806 18.461684, -70.885316 18.46138, -70.88547800000001 18.45995, -70.885019 18.46004, -70.884705 18.460068, -70.88472899999999 18.460357, -70.88469499999999 18.460572))",2013-12-16 15:10:16.720,2019-12-17 15:09:03.062,,94
57,396411,0,"POLYGON ((-70.73766500000001 18.41156, -70.737898 18.412421, -70.73863299999999 18.4122, -70.738395 18.411603, -70.738361 18.411408, -70.738309 18.411104, -70.73819399999999 18.410686, -70.73742799999999 18.410883, -70.73756899999999 18.411386, -70.73766500000001 18.41156))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,201
58,396811,1,"POLYGON ((-70.871641 18.648087, -70.871675 18.648282, -70.871771 18.648457, -70.87192 18.648596, -70.872106 18.648684, -70.872311 18.648713, -70.872516 18.64868, -70.872699 18.648588, -70.872845 18.648447, -70.87293699999999 18.64827, -70.872967 18.648074, -70.872933 18.647879, -70.872837 18.647703, -70.872688 18.647565, -70.872502 18.647477, -70.872297 18.647448, -70.87209199999999 18.647481, -70.871908 18.647573, -70.871763 18.647714, -70.87167100000001 18.647891, -70.871641 18.648087))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,146
59,396821,1,"POLYGON ((-70.496719 18.344573, -70.496728 18.344795, -70.49732400000001 18.345038, -70.497595 18.344911, -70.497761 18.34477, -70.49780199999999 18.344045, -70.497257 18.34397, -70.496719 18.344014, -70.49672099999999 18.344243, -70.496719 18.344573))",2011-01-01 15:01:56.470,2019-12-26 15:02:49.962,,200
60,397821,0,"POLYGON ((-70.83384599999999 18.625398, -70.83387 18.625648, -70.833614 18.62621, -70.834176 18.625825, -70.83452 18.625691, -70.83461200000001 18.625461, -70.83482100000001 18.625409, -70.83507299999999 18.625017, -70.834677 18.624676, -70.834346 18.624575, -70.83413899999999 18.624377, -70.833911 18.624624, -70.833865 18.625184, -70.83384599999999 18.625398))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,128
