,ID,patca,geometry,tStart,tEnd,tBreak,numObs
201,326821,1,"POLYGON ((-70.598607 19.424521, -70.598642 19.424716, -70.598738 19.424891, -70.598887 19.42503, -70.599074 19.425118, -70.59927999999999 19.425147, -70.599486 19.425114, -70.599671 19.425023, -70.599817 19.424882, -70.59990999999999 19.424705, -70.59994 19.424509, -70.599906 19.424314, -70.59980899999999 19.424138, -70.599661 19.424, -70.599474 19.423912, -70.599268 19.423882, -70.599062 19.423915, -70.598877 19.424007, -70.598731 19.424148, -70.59863799999999 19.424325, -70.598607 19.424521))",2011-01-01 15:01:32.560,2019-12-17 15:08:39.158,,137
202,329511,1,"POLYGON ((-70.90639400000001 19.798842, -70.907319 19.798973, -70.907794 19.797986, -70.906459 19.797348, -70.90639400000001 19.798842))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,121
203,330711,1,"POLYGON ((-70.956796 19.803705, -70.95683099999999 19.8039, -70.956929 19.804075, -70.957078 19.804213, -70.95726500000001 19.804301, -70.957472 19.80433, -70.957678 19.804296, -70.957863 19.804205, -70.958009 19.804063, -70.958102 19.803886, -70.95813200000001 19.80369, -70.958097 19.803495, -70.958 19.80332, -70.95785100000001 19.803182, -70.957663 19.803094, -70.95745700000001 19.803065, -70.957251 19.803098, -70.956796 19.803705))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,130
204,331311,1,"POLYGON ((-70.950549 19.802133, -70.950734 19.802591, -70.95056200000001 19.803421, -70.95111300000001 19.803461, -70.951339 19.802639, -70.95150700000001 19.801507, -70.95141 19.801331, -70.95121 19.800172, -70.950683 19.800076, -70.950498 19.800423, -70.950588 19.801064, -70.950549 19.802133))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,107
205,333211,1,"POLYGON ((-70.973214 19.800351, -70.973249 19.800546, -70.97334600000001 19.800721, -70.973496 19.800859, -70.97368299999999 19.800947, -70.97389 19.800976, -70.974096 19.800942, -70.974281 19.800851, -70.97442700000001 19.800709, -70.97452 19.800532, -70.97454999999999 19.800336, -70.974515 19.800141, -70.974418 19.799966, -70.97426900000001 19.799828, -70.974081 19.79974, -70.973874 19.799711, -70.973668 19.799745, -70.973483 19.799836, -70.973337 19.799978, -70.97324500000001 19.800155, -70.973214 19.800351))",2011-02-02 15:01:45.730,2019-12-17 15:08:39.158,,116
206,333212,1,"POLYGON ((-70.97614900000001 19.806047, -70.976184 19.806242, -70.976281 19.806418, -70.97643100000001 19.806556, -70.976618 19.806644, -70.97682500000001 19.806672, -70.977031 19.806639, -70.977216 19.806547, -70.977362 19.806406, -70.97745500000001 19.806228, -70.977485 19.806033, -70.97745 19.805838, -70.97735299999999 19.805662, -70.977203 19.805524, -70.97701600000001 19.805436, -70.976809 19.805408, -70.976603 19.805441, -70.976418 19.805533, -70.97627199999999 19.805674, -70.976179 19.805852, -70.97614900000001 19.806047))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,128
207,333213,1,"POLYGON ((-70.971666 19.798636, -70.971552 19.797753, -70.97006500000001 19.797701, -70.970298 19.798845, -70.971666 19.798636))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,116
208,333214,1,"POLYGON ((-70.969874 19.808378, -70.969909 19.808573, -70.970006 19.808749, -70.97015500000001 19.808887, -70.970343 19.808975, -70.97054900000001 19.809003, -70.970755 19.80897, -70.970941 19.808878, -70.971087 19.808737, -70.97117900000001 19.808559, -70.97121 19.808364, -70.971174 19.808169, -70.97107699999999 19.807993, -70.970928 19.807855, -70.970741 19.807767, -70.970534 19.807739, -70.97032799999999 19.807772, -70.97014299999999 19.807864, -70.96999700000001 19.808005, -70.969904 19.808183, -70.969874 19.808378))",2011-02-02 15:01:45.730,2019-12-17 15:08:39.158,,115
209,334911,1,"POLYGON ((-70.969684 19.801165, -70.969719 19.80136, -70.96981599999999 19.801535, -70.969965 19.801674, -70.970153 19.801761, -70.970359 19.80179, -70.97056499999999 19.801757, -70.97075100000001 19.801665, -70.97089699999999 19.801524, -70.970989 19.801346, -70.97102 19.801151, -70.970984 19.800956, -70.970887 19.80078, -70.970738 19.800642, -70.970551 19.800554, -70.970344 19.800526, -70.97013800000001 19.800559, -70.969953 19.800651, -70.969807 19.800792, -70.969714 19.80097, -70.969684 19.801165))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,134
210,335611,1,"POLYGON ((-70.95591400000001 19.886892, -70.955949 19.887087, -70.956046 19.887262, -70.95619499999999 19.8874, -70.956383 19.887488, -70.95659000000001 19.887517, -70.956796 19.887484, -70.956981 19.887392, -70.957127 19.88725, -70.95722000000001 19.887073, -70.95725 19.886877, -70.95721500000001 19.886682, -70.95711799999999 19.886507, -70.956968 19.886369, -70.95678100000001 19.886281, -70.956574 19.886252, -70.956368 19.886286, -70.956183 19.886378, -70.95603699999999 19.886519, -70.955944 19.886696, -70.95591400000001 19.886892))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,135
211,336511,0,"POLYGON ((-70.554923 19.395902, -70.55516900000001 19.396046, -70.555545 19.395238, -70.55502300000001 19.39502, -70.554835 19.395554, -70.55505100000001 19.395651, -70.554923 19.395902))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,120
212,342411,1,"POLYGON ((-70.991 19.798821, -70.991035 19.799016, -70.99113199999999 19.799192, -70.991282 19.79933, -70.991469 19.799418, -70.991676 19.799446, -70.991882 19.799413, -70.99206700000001 19.799321, -70.99221300000001 19.79918, -70.992306 19.799002, -70.99233599999999 19.798807, -70.992301 19.798612, -70.992204 19.798436, -70.992054 19.798298, -70.991867 19.79821, -70.99166 19.798182, -70.991454 19.798215, -70.991269 19.798307, -70.991123 19.798448, -70.99102999999999 19.798626, -70.991 19.798821))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,124
213,343112,1,"POLYGON ((-70.821011 19.753674, -70.82121100000001 19.753609, -70.821172 19.753471, -70.82133399999999 19.753378, -70.821243 19.753202, -70.820892 19.752497, -70.820268 19.752863, -70.821011 19.753674))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,111
214,344312,0,"POLYGON ((-70.895685 19.739049, -70.89634599999999 19.739733, -70.897293 19.739577, -70.897524 19.738809, -70.897541 19.738151, -70.896946 19.737887, -70.895685 19.739049))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,125
215,344311,0,"POLYGON ((-70.910606 19.732317, -70.910641 19.732512, -70.91073799999999 19.732687, -70.910888 19.732826, -70.911075 19.732913, -70.911282 19.732942, -70.91148699999999 19.732909, -70.91167299999999 19.732817, -70.91181899999999 19.732676, -70.911911 19.732499, -70.911942 19.732303, -70.911907 19.732108, -70.91181 19.731933, -70.91166 19.731794, -70.911473 19.731707, -70.911266 19.731678, -70.911061 19.731711, -70.910875 19.731803, -70.910729 19.731944, -70.91063699999999 19.732121, -70.910606 19.732317))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,104
216,344513,0,"POLYGON ((-71.06843000000001 19.817507, -71.068465 19.817702, -71.068562 19.817877, -71.068712 19.818015, -71.068899 19.818103, -71.069106 19.818131, -71.069312 19.818098, -71.069497 19.818006, -71.069643 19.817864, -71.06973600000001 19.817687, -71.069766 19.817491, -71.069731 19.817296, -71.069633 19.817121, -71.069484 19.816983, -71.06929599999999 19.816895, -71.06909 19.816867, -71.068884 19.8169, -71.068699 19.816992, -71.06855299999999 19.817134, -71.06846 19.817311, -71.06843000000001 19.817507))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,118
217,344512,0,"POLYGON ((-71.017707 19.807846, -71.01848699999999 19.808445, -71.018885 19.808009, -71.01897700000001 19.807832, -71.019008 19.807636, -71.01897200000001 19.807441, -71.018141 19.80698, -71.017613 19.807736, -71.017707 19.807846))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,113
218,344812,0,"POLYGON ((-71.007295 19.814588, -71.00733 19.814783, -71.00742700000001 19.814958, -71.007577 19.815097, -71.00776399999999 19.815184, -71.007971 19.815213, -71.008177 19.81518, -71.00836200000001 19.815088, -71.00850800000001 19.814946, -71.008601 19.814769, -71.00863099999999 19.814573, -71.008596 19.814378, -71.008499 19.814203, -71.008349 19.814065, -71.008162 19.813977, -71.007955 19.813949, -71.007749 19.813982, -71.007564 19.814074, -71.007418 19.814215, -71.00732499999999 19.814393, -71.007295 19.814588))",2011-01-17 15:01:40.430,2013-08-18 15:03:41.330,2013-08-26 15:10:24.720,24
218,344812,0,"POLYGON ((-71.007295 19.814588, -71.00733 19.814783, -71.00742700000001 19.814958, -71.007577 19.815097, -71.00776399999999 19.815184, -71.007971 19.815213, -71.008177 19.81518, -71.00836200000001 19.815088, -71.00850800000001 19.814946, -71.008601 19.814769, -71.00863099999999 19.814573, -71.008596 19.814378, -71.008499 19.814203, -71.008349 19.814065, -71.008162 19.813977, -71.007955 19.813949, -71.007749 19.813982, -71.007564 19.814074, -71.007418 19.814215, -71.00732499999999 19.814393, -71.007295 19.814588))",2013-09-19 15:04:03.090,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,106
219,344811,0,"POLYGON ((-71.002776 19.817493, -71.003711 19.817622, -71.003848 19.816737, -71.003809 19.816539, -71.003371 19.816452, -71.003232 19.814966, -71.002967 19.815047, -71.00258700000001 19.816554, -71.002763 19.81665, -71.002776 19.817493))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,125
220,344912,1,"POLYGON ((-71.041314 19.820816, -71.04173900000001 19.820948, -71.04288099999999 19.821145, -71.04317 19.82024, -71.04266 19.820054, -71.04257699999999 19.820366, -71.04158099999999 19.820198, -71.041314 19.820816))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,126
221,344913,1,"POLYGON ((-71.03865500000001 19.81915, -71.038678 19.819458, -71.039703 19.819616, -71.03989199999999 19.820134, -71.04087699999999 19.819555, -71.040452 19.818983, -71.039132 19.818242, -71.03865500000001 19.81915))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,139
222,345811,1,"POLYGON ((-70.941812 19.399321, -70.941847 19.399516, -70.94194400000001 19.399691, -70.942093 19.399829, -70.94228 19.399917, -70.942486 19.399946, -70.94269199999999 19.399913, -70.942876 19.399821, -70.943022 19.39968, -70.94311500000001 19.399502, -70.943145 19.399307, -70.94311 19.399112, -70.94301299999999 19.398936, -70.942864 19.398798, -70.942677 19.39871, -70.942471 19.398681, -70.94226500000001 19.398715, -70.942081 19.398806, -70.941935 19.398948, -70.94184199999999 19.399125, -70.941812 19.399321))",2011-01-01 15:01:32.560,2013-08-18 15:04:05.230,2013-08-26 15:10:24.720,33
222,345811,1,"POLYGON ((-70.941812 19.399321, -70.941847 19.399516, -70.94194400000001 19.399691, -70.942093 19.399829, -70.94228 19.399917, -70.942486 19.399946, -70.94269199999999 19.399913, -70.942876 19.399821, -70.943022 19.39968, -70.94311500000001 19.399502, -70.943145 19.399307, -70.94311 19.399112, -70.94301299999999 19.398936, -70.942864 19.398798, -70.942677 19.39871, -70.942471 19.398681, -70.94226500000001 19.398715, -70.942081 19.398806, -70.941935 19.398948, -70.94184199999999 19.399125, -70.941812 19.399321))",2013-09-19 15:04:03.090,2016-10-21 15:08:42.610,2016-11-06 15:08:42.100,64
222,345811,1,"POLYGON ((-70.941812 19.399321, -70.941847 19.399516, -70.94194400000001 19.399691, -70.942093 19.399829, -70.94228 19.399917, -70.942486 19.399946, -70.94269199999999 19.399913, -70.942876 19.399821, -70.943022 19.39968, -70.94311500000001 19.399502, -70.943145 19.399307, -70.94311 19.399112, -70.94301299999999 19.398936, -70.942864 19.398798, -70.942677 19.39871, -70.942471 19.398681, -70.94226500000001 19.398715, -70.942081 19.398806, -70.941935 19.398948, -70.94184199999999 19.399125, -70.941812 19.399321))",2017-02-10 15:08:19.300,2018-08-08 15:07:44.200,2018-08-24 15:07:52.220,24
222,345811,1,"POLYGON ((-70.941812 19.399321, -70.941847 19.399516, -70.94194400000001 19.399691, -70.942093 19.399829, -70.94228 19.399917, -70.942486 19.399946, -70.94269199999999 19.399913, -70.942876 19.399821, -70.943022 19.39968, -70.94311500000001 19.399502, -70.943145 19.399307, -70.94311 19.399112, -70.94301299999999 19.398936, -70.942864 19.398798, -70.942677 19.39871, -70.942471 19.398681, -70.94226500000001 19.398715, -70.942081 19.398806, -70.941935 19.398948, -70.94184199999999 19.399125, -70.941812 19.399321))",2018-08-24 15:07:52.220,2019-12-17 15:08:39.158,,29
223,354011,0,"POLYGON ((-71.628275 18.406304, -71.62831 18.406499, -71.628407 18.406674, -71.628556 18.406812, -71.628742 18.406899, -71.628947 18.406927, -71.62915099999999 18.406893, -71.629334 18.406801, -71.62947800000001 18.406659, -71.62957 18.406482, -71.629599 18.406286, -71.629564 18.406091, -71.62946700000001 18.405916, -71.629318 18.405778, -71.629132 18.405691, -71.628927 18.405663, -71.62872299999999 18.405697, -71.62854 18.405789, -71.628396 18.405931, -71.628304 18.406108, -71.628275 18.406304))",2011-01-01 15:01:56.470,2013-07-25 15:10:44.340,2013-08-02 15:04:00.950,32
223,354011,0,"POLYGON ((-71.628275 18.406304, -71.62831 18.406499, -71.628407 18.406674, -71.628556 18.406812, -71.628742 18.406899, -71.628947 18.406927, -71.62915099999999 18.406893, -71.629334 18.406801, -71.62947800000001 18.406659, -71.62957 18.406482, -71.629599 18.406286, -71.629564 18.406091, -71.62946700000001 18.405916, -71.629318 18.405778, -71.629132 18.405691, -71.628927 18.405663, -71.62872299999999 18.405697, -71.62854 18.405789, -71.628396 18.405931, -71.628304 18.406108, -71.628275 18.406304))",2013-08-18 15:04:05.230,2019-12-17 15:09:03.062,,115
224,354211,0,"POLYGON ((-71.61702200000001 18.399222, -71.617057 18.399417, -71.617154 18.399592, -71.61730300000001 18.39973, -71.61748900000001 18.399817, -71.617694 18.399845, -71.617898 18.399811, -71.618081 18.399719, -71.618225 18.399577, -71.618317 18.3994, -71.618346 18.399204, -71.61831100000001 18.399009, -71.61821399999999 18.398834, -71.618065 18.398696, -71.617879 18.398609, -71.61767399999999 18.398581, -71.61747 18.398615, -71.617287 18.398707, -71.617143 18.398849, -71.617051 18.399026, -71.61702200000001 18.399222))",2011-01-01 15:01:56.470,2017-09-06 15:08:52.460,2017-09-22 15:08:56.290,97
224,354211,0,"POLYGON ((-71.61702200000001 18.399222, -71.617057 18.399417, -71.617154 18.399592, -71.61730300000001 18.39973, -71.61748900000001 18.399817, -71.617694 18.399845, -71.617898 18.399811, -71.618081 18.399719, -71.618225 18.399577, -71.618317 18.3994, -71.618346 18.399204, -71.61831100000001 18.399009, -71.61821399999999 18.398834, -71.618065 18.398696, -71.617879 18.398609, -71.61767399999999 18.398581, -71.61747 18.398615, -71.617287 18.398707, -71.617143 18.398849, -71.617051 18.399026, -71.61702200000001 18.399222))",2017-09-22 15:08:56.290,2019-09-12 15:09:01.304,2019-09-28 15:09:06.465,31
224,354211,0,"POLYGON ((-71.61702200000001 18.399222, -71.617057 18.399417, -71.617154 18.399592, -71.61730300000001 18.39973, -71.61748900000001 18.399817, -71.617694 18.399845, -71.617898 18.399811, -71.618081 18.399719, -71.618225 18.399577, -71.618317 18.3994, -71.618346 18.399204, -71.61831100000001 18.399009, -71.61821399999999 18.398834, -71.618065 18.398696, -71.617879 18.398609, -71.61767399999999 18.398581, -71.61747 18.398615, -71.617287 18.398707, -71.617143 18.398849, -71.617051 18.399026, -71.61702200000001 18.399222))",2019-09-28 15:09:06.465,2019-12-17 15:09:03.062,,6
225,355411,0,"POLYGON ((-71.850521 18.486541, -71.85072599999999 18.486569, -71.85093000000001 18.486535, -71.851096 18.48542, -71.85053600000001 18.485521, -71.850521 18.486541))",2011-01-01 15:01:56.470,2013-06-07 15:10:47.660,2013-06-23 15:10:41.210,35
225,355411,0,"POLYGON ((-71.850521 18.486541, -71.85072599999999 18.486569, -71.85093000000001 18.486535, -71.851096 18.48542, -71.85053600000001 18.485521, -71.850521 18.486541))",2013-06-23 15:10:41.210,2017-03-14 15:08:29.590,2017-03-30 15:08:20.980,70
225,355411,0,"POLYGON ((-71.850521 18.486541, -71.85072599999999 18.486569, -71.85093000000001 18.486535, -71.851096 18.48542, -71.85053600000001 18.485521, -71.850521 18.486541))",2017-03-30 15:08:20.980,2019-12-17 15:09:03.062,,43
226,355711,0,"POLYGON ((-71.592142 18.395212, -71.59217700000001 18.395407, -71.592274 18.395582, -71.592423 18.39572, -71.592608 18.395807, -71.59281300000001 18.395835, -71.593018 18.395801, -71.59320099999999 18.395709, -71.593345 18.395567, -71.59343699999999 18.39539, -71.59346600000001 18.395194, -71.593431 18.394999, -71.593334 18.394824, -71.59318500000001 18.394686, -71.593 18.394599, -71.592795 18.394571, -71.59259 18.394605, -71.59240699999999 18.394697, -71.592263 18.394839, -71.59217099999999 18.395016, -71.592142 18.395212))",2011-01-01 15:01:56.470,2016-09-19 15:08:59.950,2016-10-21 15:09:06.520,95
226,355711,0,"POLYGON ((-71.592142 18.395212, -71.59217700000001 18.395407, -71.592274 18.395582, -71.592423 18.39572, -71.592608 18.395807, -71.59281300000001 18.395835, -71.593018 18.395801, -71.59320099999999 18.395709, -71.593345 18.395567, -71.59343699999999 18.39539, -71.59346600000001 18.395194, -71.593431 18.394999, -71.593334 18.394824, -71.59318500000001 18.394686, -71.593 18.394599, -71.592795 18.394571, -71.59259 18.394605, -71.59240699999999 18.394697, -71.592263 18.394839, -71.59217099999999 18.395016, -71.592142 18.395212))",2016-11-22 15:09:06.300,2018-09-25 15:08:27.109,2018-10-11 15:08:34.800,31
226,355711,0,"POLYGON ((-71.592142 18.395212, -71.59217700000001 18.395407, -71.592274 18.395582, -71.592423 18.39572, -71.592608 18.395807, -71.59281300000001 18.395835, -71.593018 18.395801, -71.59320099999999 18.395709, -71.593345 18.395567, -71.59343699999999 18.39539, -71.59346600000001 18.395194, -71.593431 18.394999, -71.593334 18.394824, -71.59318500000001 18.394686, -71.593 18.394599, -71.592795 18.394571, -71.59259 18.394605, -71.59240699999999 18.394697, -71.592263 18.394839, -71.59217099999999 18.395016, -71.592142 18.395212))",2018-10-11 15:08:34.800,2019-12-17 15:09:03.062,,22
227,356011,0,"POLYGON ((-71.592184 18.402464, -71.59223 18.402557, -71.594345 18.402518, -71.594756 18.402462, -71.594818 18.402221, -71.59443 18.40195, -71.594334 18.401775, -71.593813 18.401668, -71.593262 18.40179, -71.592935 18.401901, -71.592184 18.402464))",2011-01-01 15:01:56.470,2013-04-28 15:04:40.520,2013-05-14 15:04:38.300,33
227,356011,0,"POLYGON ((-71.592184 18.402464, -71.59223 18.402557, -71.594345 18.402518, -71.594756 18.402462, -71.594818 18.402221, -71.59443 18.40195, -71.594334 18.401775, -71.593813 18.401668, -71.593262 18.40179, -71.592935 18.401901, -71.592184 18.402464))",2013-06-07 15:10:47.660,2019-12-17 15:09:03.062,,122
228,356611,0,"POLYGON ((-71.63158199999999 18.409797, -71.63161700000001 18.409992, -71.631714 18.410167, -71.631863 18.410305, -71.63204899999999 18.410392, -71.632254 18.41042, -71.632458 18.410386, -71.63264100000001 18.410294, -71.632785 18.410152, -71.63287699999999 18.409975, -71.63290600000001 18.409779, -71.63287099999999 18.409584, -71.632774 18.409409, -71.632625 18.409271, -71.63243900000001 18.409184, -71.632234 18.409156, -71.63203 18.40919, -71.63184699999999 18.409282, -71.631703 18.409424, -71.63161100000001 18.409601, -71.63158199999999 18.409797))",2011-01-01 15:01:56.470,2016-09-19 15:08:59.950,2016-10-21 15:09:06.520,95
228,356611,0,"POLYGON ((-71.63158199999999 18.409797, -71.63161700000001 18.409992, -71.631714 18.410167, -71.631863 18.410305, -71.63204899999999 18.410392, -71.632254 18.41042, -71.632458 18.410386, -71.63264100000001 18.410294, -71.632785 18.410152, -71.63287699999999 18.409975, -71.63290600000001 18.409779, -71.63287099999999 18.409584, -71.632774 18.409409, -71.632625 18.409271, -71.63243900000001 18.409184, -71.632234 18.409156, -71.63203 18.40919, -71.63184699999999 18.409282, -71.631703 18.409424, -71.63161100000001 18.409601, -71.63158199999999 18.409797))",2016-11-06 15:09:06.000,2019-01-15 15:08:35.880,2019-01-31 15:08:31.870,32
228,356611,0,"POLYGON ((-71.63158199999999 18.409797, -71.63161700000001 18.409992, -71.631714 18.410167, -71.631863 18.410305, -71.63204899999999 18.410392, -71.632254 18.41042, -71.632458 18.410386, -71.63264100000001 18.410294, -71.632785 18.410152, -71.63287699999999 18.409975, -71.63290600000001 18.409779, -71.63287099999999 18.409584, -71.632774 18.409409, -71.632625 18.409271, -71.63243900000001 18.409184, -71.632234 18.409156, -71.63203 18.40919, -71.63184699999999 18.409282, -71.631703 18.409424, -71.63161100000001 18.409601, -71.63158199999999 18.409797))",2019-01-31 15:08:31.870,2019-12-17 15:09:03.062,,18
229,362511,0,"POLYGON ((-71.77488200000001 18.43381, -71.774917 18.434005, -71.775014 18.43418, -71.77516300000001 18.434318, -71.77534900000001 18.434405, -71.775554 18.434433, -71.775758 18.434399, -71.775941 18.434306, -71.77608499999999 18.434164, -71.776177 18.433987, -71.776206 18.433791, -71.77616999999999 18.433596, -71.776073 18.433421, -71.775925 18.433284, -71.775739 18.433197, -71.77553399999999 18.433169, -71.77533 18.433203, -71.77514600000001 18.433295, -71.775002 18.433437, -71.774911 18.433615, -71.77488200000001 18.43381))",2011-01-01 15:01:56.470,2015-02-21 15:08:34.450,2015-03-09 15:08:25.400,53
229,362511,0,"POLYGON ((-71.77488200000001 18.43381, -71.774917 18.434005, -71.775014 18.43418, -71.77516300000001 18.434318, -71.77534900000001 18.434405, -71.775554 18.434433, -71.775758 18.434399, -71.775941 18.434306, -71.77608499999999 18.434164, -71.776177 18.433987, -71.776206 18.433791, -71.77616999999999 18.433596, -71.776073 18.433421, -71.775925 18.433284, -71.775739 18.433197, -71.77553399999999 18.433169, -71.77533 18.433203, -71.77514600000001 18.433295, -71.775002 18.433437, -71.774911 18.433615, -71.77488200000001 18.43381))",2015-03-09 15:08:25.400,2019-12-17 15:09:03.062,,80
230,362711,0,"POLYGON ((-71.771316 18.435246, -71.771351 18.43544, -71.77144800000001 18.435615, -71.771597 18.435753, -71.771783 18.43584, -71.77198799999999 18.435868, -71.772192 18.435834, -71.772375 18.435742, -71.77252 18.4356, -71.772611 18.435422, -71.77264 18.435226, -71.772605 18.435032, -71.772508 18.434857, -71.77235899999999 18.434719, -71.772173 18.434632, -71.771968 18.434604, -71.771764 18.434638, -71.771581 18.43473, -71.77143599999999 18.434872, -71.771345 18.43505, -71.771316 18.435246))",2011-01-01 15:01:56.470,2012-04-09 15:02:48.500,2012-06-12 15:03:09.310,18
230,362711,0,"POLYGON ((-71.771316 18.435246, -71.771351 18.43544, -71.77144800000001 18.435615, -71.771597 18.435753, -71.771783 18.43584, -71.77198799999999 18.435868, -71.772192 18.435834, -71.772375 18.435742, -71.77252 18.4356, -71.772611 18.435422, -71.77264 18.435226, -71.772605 18.435032, -71.772508 18.434857, -71.77235899999999 18.434719, -71.772173 18.434632, -71.771968 18.434604, -71.771764 18.434638, -71.771581 18.43473, -71.77143599999999 18.434872, -71.771345 18.43505, -71.771316 18.435246))",2012-06-12 15:03:09.310,2013-11-14 15:10:28.190,2013-11-30 15:10:23.060,24
230,362711,0,"POLYGON ((-71.771316 18.435246, -71.771351 18.43544, -71.77144800000001 18.435615, -71.771597 18.435753, -71.771783 18.43584, -71.77198799999999 18.435868, -71.772192 18.435834, -71.772375 18.435742, -71.77252 18.4356, -71.772611 18.435422, -71.77264 18.435226, -71.772605 18.435032, -71.772508 18.434857, -71.77235899999999 18.434719, -71.772173 18.434632, -71.771968 18.434604, -71.771764 18.434638, -71.771581 18.43473, -71.77143599999999 18.434872, -71.771345 18.43505, -71.771316 18.435246))",2013-11-30 15:10:23.060,2019-12-17 15:09:03.062,,87
231,363211,0,"POLYGON ((-71.77642899999999 18.43594, -71.776464 18.436134, -71.776561 18.436309, -71.77670999999999 18.436447, -71.77689599999999 18.436534, -71.777101 18.436562, -71.777305 18.436528, -71.77748800000001 18.436436, -71.77763299999999 18.436294, -71.77772400000001 18.436116, -71.777753 18.43592, -71.77771799999999 18.435726, -71.777621 18.435551, -71.777472 18.435413, -71.777286 18.435326, -71.777081 18.435298, -71.776877 18.435332, -71.77669400000001 18.435424, -71.776549 18.435566, -71.77645800000001 18.435744, -71.77642899999999 18.43594))",2011-01-01 15:01:56.470,2019-12-01 15:09:04.969,2019-12-17 15:09:03.062,122
232,369211,0,"POLYGON ((-71.85839199999999 18.487388, -71.85842700000001 18.487583, -71.858524 18.487758, -71.858673 18.487895, -71.858859 18.487982, -71.859064 18.48801, -71.859269 18.487976, -71.859452 18.487883, -71.859596 18.487741, -71.85968699999999 18.487564, -71.85971600000001 18.487368, -71.85968099999999 18.487173, -71.859584 18.486998, -71.859435 18.486861, -71.85924900000001 18.486774, -71.859044 18.486746, -71.858839 18.48678, -71.858656 18.486873, -71.858512 18.487015, -71.85842100000001 18.487192, -71.85839199999999 18.487388))",2011-01-01 15:01:56.470,2013-06-07 15:10:47.660,2013-06-23 15:10:41.210,35
232,369211,0,"POLYGON ((-71.85839199999999 18.487388, -71.85842700000001 18.487583, -71.858524 18.487758, -71.858673 18.487895, -71.858859 18.487982, -71.859064 18.48801, -71.859269 18.487976, -71.859452 18.487883, -71.859596 18.487741, -71.85968699999999 18.487564, -71.85971600000001 18.487368, -71.85968099999999 18.487173, -71.859584 18.486998, -71.859435 18.486861, -71.85924900000001 18.486774, -71.859044 18.486746, -71.858839 18.48678, -71.858656 18.486873, -71.858512 18.487015, -71.85842100000001 18.487192, -71.85839199999999 18.487388))",2013-06-23 15:10:41.210,2015-04-26 15:08:03.960,2015-05-12 15:07:47.940,43
232,369211,0,"POLYGON ((-71.85839199999999 18.487388, -71.85842700000001 18.487583, -71.858524 18.487758, -71.858673 18.487895, -71.858859 18.487982, -71.859064 18.48801, -71.859269 18.487976, -71.859452 18.487883, -71.859596 18.487741, -71.85968699999999 18.487564, -71.85971600000001 18.487368, -71.85968099999999 18.487173, -71.859584 18.486998, -71.859435 18.486861, -71.85924900000001 18.486774, -71.859044 18.486746, -71.858839 18.48678, -71.858656 18.486873, -71.858512 18.487015, -71.85842100000001 18.487192, -71.85839199999999 18.487388))",2015-05-12 15:07:47.940,2018-11-12 15:08:41.940,2018-11-28 15:08:41.140,55
232,369211,0,"POLYGON ((-71.85839199999999 18.487388, -71.85842700000001 18.487583, -71.858524 18.487758, -71.858673 18.487895, -71.858859 18.487982, -71.859064 18.48801, -71.859269 18.487976, -71.859452 18.487883, -71.859596 18.487741, -71.85968699999999 18.487564, -71.85971600000001 18.487368, -71.85968099999999 18.487173, -71.859584 18.486998, -71.859435 18.486861, -71.85924900000001 18.486774, -71.859044 18.486746, -71.858839 18.48678, -71.858656 18.486873, -71.858512 18.487015, -71.85842100000001 18.487192, -71.85839199999999 18.487388))",2018-11-28 15:08:41.140,2019-12-17 15:09:03.062,,22
233,369411,0,"POLYGON ((-71.85742399999999 18.490264, -71.85745900000001 18.490459, -71.857556 18.490634, -71.857705 18.490771, -71.857891 18.490858, -71.858096 18.490886, -71.858301 18.490852, -71.858484 18.490759, -71.858628 18.490617, -71.85871899999999 18.49044, -71.85874800000001 18.490244, -71.85871299999999 18.490049, -71.858616 18.489874, -71.858467 18.489737, -71.85828100000001 18.48965, -71.858076 18.489622, -71.857871 18.489656, -71.857688 18.489749, -71.857544 18.489891, -71.85745300000001 18.490068, -71.85742399999999 18.490264))",2011-01-01 15:01:56.470,2015-06-29 15:08:08.700,2015-07-15 15:08:18.790,58
